City,Customer Name,Customer Segment,Grouping Based on Unit Price,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Discount,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Wenatchee,Erica Smith,Small Business,A,1/27/2012,41760,Low,Furniture,Small Box,"Eldon® Expressions™ Wood and Plastic Desk Accessories, Oak",Office Furnishings,West,5883,2/3/2012,Regular Air,Washington,98801,0,22,0.57,-133.18,247.45,12.52,9.98
Thornton,Christopher Martinez,Small Business,A,8/21/2010,31204,Low,Furniture,Small Pack,Nu-Dell Leatherette Frames,Office Furnishings,West,4379,8/26/2010,Regular Air,Colorado,80229,0.02,14,0.49,75.83,215.52,5,14.34
Gilbert,Ashley Jarboe,Small Business,A,12/19/2010,33826,Low,Furniture,Small Pack,Nu-Dell Leatherette Frames,Office Furnishings,West,4760,12/23/2010,Regular Air,Arizona,85234,0.03,13,0.49,58.16,185.83,5,14.34
Menlo Park,Giulietta Dortch,Small Business,A,2/2/2012,8832,Low,Furniture,Small Pack,"Executive Impressions 12"" Wall Clock",Office Furnishings,West,1204,2/6/2012,Regular Air,California,94025,0.1,39,0.47,8.650000000,647.81,8.99,17.67
Westminster,Bradley Drucker,Small Business,A,10/18/2010,54467,Low,Furniture,Wrap Bag,"Master Caster Door Stop, Brown",Office Furnishings,West,7611,10/20/2010,Regular Air,California,92683,0.06,30,0.51,18.26,146.72,2.03,5.08
Oxnard,Doug O'Connell,Small Business,A,11/5/2009,32291,Medium,Furniture,Large Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Office Furnishings,West,4536,11/5/2009,Regular Air,California,93030,0.01,13,0.73,-100.89,183.22,14.37,12.99
Pueblo,Carol Darley,Small Business,A,2/7/2012,50822,Medium,Furniture,Large Box,SAFCO Arco Folding Chair,Chairs & Chairmats,West,7124,2/8/2012,Regular Air,Colorado,81001,0.1,6,,7.920000000,1635.29,24.49,276.2
Coos Bay,Frank Olsen,Small Business,A,7/21/2012,33568,Medium,Furniture,Medium Box,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Office Furnishings,West,4710,7/22/2012,Regular Air,Oregon,97420,0.02,10,0.72,-181.87,628.73,52.2,55.5
Oxnard,Debra Catini,Small Business,A,6/3/2012,44679,Medium,Furniture,Medium Box,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Office Furnishings,West,6316,6/5/2012,Regular Air,California,93030,0.08,35,0.64,338.91,2004.22,12.23,60.65
Loveland,Barry Blumstein,Small Business,A,9/25/2009,23136,Not Specified,Furniture,Large Box,"Lifetime Advantage™ Folding Chairs, 4/Carton",Chairs & Chairmats,West,3222,9/26/2009,Regular Air,Colorado,80538,0.01,41,0.57,3039.37,9312.52,18.06,218.08
Hemet,Dan Campbell,Small Business,A,10/4/2012,44000,Not Specified,Furniture,Small Box,"Seth Thomas 13 1/2"" Wall Clock",Office Furnishings,West,6210,10/5/2012,Regular Air,California,92544,0.05,19,0.54,89.95,332.38,5.03,17.78
Westminster,Bradley Drucker,Small Business,A,12/17/2011,39617,Not Specified,Furniture,Wrap Bag,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Office Furnishings,West,5586,12/19/2011,Regular Air,California,92683,0.08,33,0.65,202.47,1283.68,9.2,39.98
Cudahy,Harry Marie,Consumer,A,5/4/2011,21414,Critical,Office Supplies,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,Storage & Organization,Central,2961,5/6/2011,Regular Air,Wisconsin,53110,0.05,46,0.81,-1144.67,3644.6,35,80.98
Lufkin,George Ashbrook,Consumer,A,2/11/2009,45414,Critical,Office Supplies,Large Box,Euro Pro Shark Stick Mini Vacuum,Appliances,Central,6401,2/12/2009,Regular Air,Texas,75901,0.08,17,0.59,-563.86,1002.73,49,60.98
Muscatine,Gene Hale,Consumer,A,9/24/2011,15621,Critical,Office Supplies,Medium Box,Eldon Portable Mobile Manager,Storage & Organization,Central,2170,9/24/2011,Regular Air,Iowa,52761,0.02,39,0.58,-136.2,1105.66,13.99,28.28
Carol Stream,Edward Hooks,Consumer,A,11/10/2010,11911,Critical,Office Supplies,Small Box,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Binders and Binder Accessories,Central,1654,11/12/2010,Regular Air,Illinois,60188,0,25,0.36,-14.7545,397.84,9.73,15.22
Green Bay,Michelle Ellison,Consumer,A,2/17/2010,39333,Critical,Office Supplies,Small Box,Staples Copy Paper (20Lb. and 84 Bright),Paper,Central,5556,2/17/2010,Regular Air,Wisconsin,54302,0.01,18,0.38,-33.4,95.22,4.7,4.98
Detroit,Kristina Nunn,Consumer,A,7/9/2012,24450,Critical,Office Supplies,Small Box,Staples 6 Outlet Surge,Appliances,Central,3425,7/11/2012,Regular Air,Michigan,48227,0.02,37,0.58,-21.73,443.35,4.98,11.97
Southgate,Cathy Armstrong,Consumer,A,2/12/2009,42339,Critical,Office Supplies,Small Box,Xerox 1993,Paper,Central,5969,2/12/2009,Regular Air,Michigan,48195,0.02,31,0.36,-178.82,206.54,9.68,6.48
Lancaster,Duane Huffman,Consumer,A,3/22/2010,29671,Critical,Office Supplies,Small Box,Hunt Boston® Vacuum Mount KS Pencil Sharpener,Pens & Art Supplies,Central,4181,3/23/2010,Regular Air,Texas,75146,0.02,43,0.59,221.63,1511.7,7.73,34.99
Mason City,Sally Knutson,Consumer,A,11/10/2011,17926,Critical,Office Supplies,Small Box,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Storage & Organization,Central,2463,11/12/2011,Regular Air,Iowa,50401,0.02,37,0.57,-70.04,608.33,8.78,15.31
Woodridge,Carlos Soltero,Consumer,A,2/8/2011,22532,Critical,Office Supplies,Small Box,GBC Standard Plastic Binding Systems Combs,Binders and Binder Accessories,Central,3140,2/8/2011,Regular Air,Illinois,60517,0.03,13,0.36,-11.799,121.66,5.6,8.85
Carmel,Carlos Soltero,Consumer,A,2/15/2009,46119,Critical,Office Supplies,Small Box,Durable Pressboard Binders,Binders and Binder Accessories,Central,6480,2/17/2009,Regular Air,Indiana,46032,0.03,23,0.38,15.2745,93.05,1.49,3.8
Lancaster,Duane Huffman,Consumer,A,6/11/2011,24519,Critical,Office Supplies,Small Box,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Binders and Binder Accessories,Central,3435,6/12/2011,Regular Air,Texas,75146,0.03,22,0.39,-60.72,127.56,5.63,5.34
Detroit,Kristina Nunn,Consumer,A,7/9/2012,24450,Critical,Office Supplies,Small Box,Xerox 1903,Paper,Central,3427,7/11/2012,Regular Air,Michigan,48227,0.03,4,0.36,-12.88,30.85,5.79,5.98
Weatherford,Gary Mitchum,Consumer,A,6/7/2012,21028,Critical,Office Supplies,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,Central,2914,6/9/2012,Regular Air,Texas,76086,0.04,38,0.35,-4.17,437.86,6.97,11.58
Coppell,Jim Mitchum,Consumer,A,12/10/2012,59685,Critical,Office Supplies,Small Box,Belkin 8 Outlet Surge Protector,Appliances,Central,8354,12/12/2012,Regular Air,Texas,75019,0.05,12,0.57,78.98,505.2,5.33,40.98
Prior Lake,John Castell,Consumer,A,8/15/2009,30467,Critical,Office Supplies,Small Box,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,Central,4278,8/16/2009,Regular Air,Minnesota,55372,0.05,5,0.35,289.8755,2019.65,19.99,420.98
Prior Lake,David Philippe,Consumer,A,1/2/2009,9285,Critical,Office Supplies,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Binders and Binder Accessories,Central,1279,1/4/2009,Regular Air,Minnesota,55372,0.06,3,0.36,-11.937,124.81,2.99,40.98
Sulphur Springs,David Philippe,Consumer,A,4/1/2010,46434,Critical,Office Supplies,Small Box,Large Capacity Hanging Post Binders,Binders and Binder Accessories,Central,6524,4/2/2010,Regular Air,Texas,75482,0.06,34,0.39,270.2915,800.39,2.99,24.95
East Lansing,Kristina Nunn,Consumer,A,9/23/2009,49088,Critical,Office Supplies,Small Box,Xerox 1893,Paper,Central,6887,9/25/2009,Regular Air,Michigan,48823,0.06,31,0.36,214.23,1295.54,17.48,40.99
Frisco,Jonathan Howell,Consumer,A,9/19/2009,54694,Critical,Office Supplies,Small Box,Letter or Legal Size Expandable Poly String Tie Envelopes,Envelopes,Central,7639,9/19/2009,Regular Air,Texas,75034,0.08,43,0.36,-201.6,112.63,6.35,2.66
Woodridge,Carlos Soltero,Consumer,A,4/15/2010,16932,Critical,Office Supplies,Small Box,Xerox 1924,Paper,Central,2346,4/16/2010,Regular Air,Illinois,60517,0.09,25,0.36,-120.99,144.84,8.09,5.78
Dearborn Heights,Justin Hirsh,Consumer,A,3/17/2010,53025,Critical,Office Supplies,Small Box,Xerox 1920,Paper,Central,7437,3/18/2010,Regular Air,Michigan,48127,0.09,32,0.4,-132.93,195.57,7.5,5.98
Port Huron,Shahid Shariari,Consumer,A,4/16/2010,56321,Critical,Office Supplies,Small Box,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Binders and Binder Accessories,Central,7875,4/18/2010,Regular Air,Michigan,48060,0.1,24,0.4,-75.394,135.88,5.59,5.8
University City,Ken Lonsdale,Consumer,A,8/30/2012,9155,Critical,Office Supplies,Small Box,GBC Linen Binding Covers,Binders and Binder Accessories,Central,1261,8/31/2012,Regular Air,MO,63130,0.1,17,0.37,54.6295,518.8,11.63,30.98
Rowlett,Allen Golden,Consumer,A,8/29/2012,22434,Critical,Office Supplies,Small Box,"Avery® Durable Plastic 1"" Binders",Binders and Binder Accessories,Central,3125,8/31/2012,Regular Air,Texas,75088,0.1,3,0.36,-14.6855,18.7,5.83,4.54
Corsicana,Patrick Bzostek,Consumer,A,6/22/2011,11425,Critical,Office Supplies,Small Box,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage & Organization,Central,1579,6/23/2011,Regular Air,Texas,75109,0.1,29,0.58,-16.59,482.91,6.25,16.91
Kingsville,Ivan Liston,Consumer,A,10/30/2012,17061,Critical,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,Central,2361,11/1/2012,Regular Air,Texas,78363,0.01,28,0.56,10.01,80.53,0.7,2.88
San Angelo,Allen Golden,Consumer,A,8/29/2012,22434,Critical,Office Supplies,Wrap Bag,Newell 337,Pens & Art Supplies,Central,3126,8/31/2012,Regular Air,Texas,76903,0.01,39,0.56,-92.29,140.74,3.97,3.28
Cudahy,Harry Marie,Consumer,A,5/4/2011,21414,Critical,Office Supplies,Wrap Bag,Avoid Verbal Orders Carbonless Minifold Book,Paper,Central,2960,5/6/2011,Regular Air,Wisconsin,53110,0.05,34,0.39,29.27,117.91,1.09,3.38
East Lansing,Kristina Nunn,Consumer,A,1/10/2009,55367,Critical,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,Central,7732,1/12/2009,Regular Air,Michigan,48823,0.05,48,0.55,129.87,571.17,2.36,11.55
Creve Coeur,Joseph Airdo,Consumer,A,10/14/2010,49986,Critical,Office Supplies,Wrap Bag,SANFORD Liquid Accent™ Tank-Style Highlighters,Pens & Art Supplies,Central,6997,10/16/2010,Regular Air,MO,63141,0.05,39,0.54,8.6,110.36,0.93,2.84
Carmel,Carlos Soltero,Consumer,A,2/15/2009,46119,Critical,Office Supplies,Wrap Bag,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Paper,Central,6481,2/17/2009,Regular Air,Indiana,46032,0.07,20,0.35,57.31,154.13,1.25,7.98
Woodridge,Carlos Soltero,Consumer,A,4/15/2010,16932,Critical,Office Supplies,Wrap Bag,Turquoise Lead Holder with Pocket Clip,Pens & Art Supplies,Central,2347,4/15/2010,Regular Air,Illinois,60517,0.09,20,0.52,12.88,127.16,1.56,6.7
Oakdale,Steve Carroll,Consumer,A,8/14/2009,29956,Critical,Office Supplies,Wrap Bag,Newell 307,Pens & Art Supplies,Central,4213,8/15/2009,Regular Air,Minnesota,55128,0.09,48,0.57,-12.95,80.33,0.83,1.82
Fort Worth,Erin Ashbrook,Consumer,A,2/16/2011,23426,Critical,Office Supplies,Wrap Bag,Letter Slitter,"Scissors, Rulers and Trimmers",Central,3277,2/17/2011,Regular Air,Texas,76106,0.09,12,0.82,-23.17,29.71,1.92,2.52
Lansing,Ralph Knight,Consumer,A,9/1/2009,27555,Critical,Office Supplies,Wrap Bag,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Paper,Central,3863,9/3/2009,Regular Air,Illinois,60438,0.1,32,0.35,65.41,209.42,1.72,6.74
Webster Groves,Katrina Bavinger,Consumer,A,12/18/2011,21894,Critical,Office Supplies,Wrap Bag,"Wirebound Service Call Books, 5 1/2"" x 4""",Paper,Central,3058,12/20/2011,Regular Air,MO,63119,0.1,6,0.37,1.27,54.3,2.03,9.68
Madison Heights,Sally Knutson,Consumer,A,9/12/2011,43111,High,Office Supplies,Small Box,GBC DocuBind P100 Manual Binding Machine,Binders and Binder Accessories,Central,6087,9/13/2011,Regular Air,Michigan,48071,0.01,27,0.4,1749.776,4722.83,19.99,165.98
Appleton,Katrina Bavinger,Consumer,A,9/18/2009,37254,High,Office Supplies,Small Box,Quality Park Security Envelopes,Envelopes,Central,5237,9/19/2009,Regular Air,Wisconsin,54915,0.01,28,0.38,370.23,739.94,1.39,26.17
Allen Park,Gene Hale,Consumer,A,1/26/2009,20422,High,Office Supplies,Small Box,Avery 498,Labels,Central,2829,1/28/2009,Regular Air,Michigan,48101,0.01,5,0.38,1.61,15.38,0.5,2.89
Prior Lake,Darren Koutras,Consumer,A,5/19/2012,20642,High,Office Supplies,Small Box,Avery 506,Labels,Central,2860,5/20/2012,Regular Air,Minnesota,55372,0.02,32,0.39,59.4,135.2,0.5,4.13
Dearborn Heights,Justin Hirsh,Consumer,A,2/17/2010,54304,High,Office Supplies,Small Box,Belkin Premiere Surge Master II 8-outlet surge protector,Appliances,Central,7587,2/19/2010,Regular Air,Michigan,48127,0.03,11,0.56,118.32,558.62,3.99,48.58
Lufkin,George Ashbrook,Consumer,A,4/9/2010,24581,High,Office Supplies,Small Box,Presstex Flexible Ring Binders,Binders and Binder Accessories,Central,3448,4/10/2010,Regular Air,Texas,75901,0.03,8,0.35,4.08,38.56,1.49,4.55
Carol Stream,Edward Hooks,Consumer,A,8/17/2012,38884,High,Office Supplies,Small Box,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Paper,Central,5472,8/18/2012,Regular Air,Illinois,60188,0.03,47,0.4,-119.84,256,5.66,5.28
Franklin Park,Ralph Arnett,Consumer,A,12/28/2010,55363,High,Office Supplies,Small Box,"Dual Level, Single-Width Filing Carts",Storage & Organization,Central,7729,12/30/2010,Regular Air,Illinois,60131,0.03,14,0.59,542.16,2232.06,7.07,155.06
Green Bay,Michelle Ellison,Consumer,A,8/5/2012,30597,High,Office Supplies,Small Box,Eldon® Gobal File Keepers,Storage & Organization,Central,4298,8/6/2012,Regular Air,Wisconsin,54302,0.03,42,0.81,-95.76,639.84,4.53,15.14
University City,Ken Lonsdale,Consumer,A,12/19/2009,38240,High,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,Central,5379,12/19/2009,Regular Air,MO,63130,0.04,4,0.38,-15.525,41.53,6.19,8.6
Pittsburg,Dennis Bolton,Consumer,A,7/3/2012,21509,High,Office Supplies,Small Box,Avery 487,Labels,Central,2978,7/5/2012,Regular Air,Kansas,66762,0.04,13,0.38,15.82,47.93,0.5,3.69
Weatherford,Gary Mitchum,Consumer,A,8/11/2009,20709,High,Office Supplies,Small Box,Avery White Multi-Purpose Labels,Labels,Central,2871,8/13/2009,Regular Air,Texas,76086,0.04,5,0.39,2.98,25.1,0.49,4.98
Corsicana,Patrick Bzostek,Consumer,A,11/22/2010,27047,High,Office Supplies,Small Box,Xerox 1927,Paper,Central,3795,11/23/2010,Regular Air,Texas,75109,0.05,38,0.4,-161.57,167.41,6.72,4.28
Hopkins,Hunter Lopez,Consumer,A,3/10/2011,44610,High,Office Supplies,Small Box,Avery 506,Labels,Central,6302,3/10/2011,Regular Air,Minnesota,55305,0.07,31,0.39,54.21,127.9,0.5,4.13
Belleville,Beth Paige,Consumer,A,5/17/2011,8995,High,Office Supplies,Small Box,Xerox 217,Paper,Central,1229,5/18/2011,Regular Air,Illinois,62223,0.07,42,0.37,-191.28,266.36,8.19,6.48
Madison Heights,Sally Knutson,Consumer,A,8/23/2009,25031,High,Office Supplies,Small Box,Staples Copy Paper (20Lb. and 84 Bright),Paper,Central,3515,8/24/2009,Regular Air,Michigan,48071,0.07,20,0.38,-41.7,100.11,4.7,4.98
Anderson,Carlos Soltero,Consumer,A,2/4/2011,34978,High,Office Supplies,Small Box,Self-Adhesive Ring Binder Labels,Binders and Binder Accessories,Central,4912,2/6/2011,Regular Air,Indiana,46016,0.08,49,0.38,-269.905,165.51,6.83,3.52
Duncanville,Ed Ludwig,Consumer,A,3/10/2012,16804,High,Office Supplies,Small Box,Xerox 1882,Paper,Central,2331,3/12/2012,Regular Air,Texas,75116,0.08,46,0.36,752.87,2430.34,13.88,55.98
Edina,Nathan Cano,Consumer,A,6/29/2009,55429,High,Office Supplies,Small Box,Xerox 214,Paper,Central,7742,7/1/2009,Regular Air,Minnesota,55410,0.09,43,0.37,-157.76,260.59,7.03,6.48
Carol Stream,Edward Hooks,Consumer,A,7/2/2009,29287,High,Office Supplies,Small Box,Binder Posts,Binders and Binder Accessories,Central,4118,7/4/2009,Regular Air,Illinois,60188,0.1,50,0.39,-106.398,281.39,5.01,5.74
Anderson,Carlos Soltero,Consumer,A,10/30/2012,30499,High,Office Supplies,Small Box,Wausau Papers Astrobrights® Colored Envelopes,Envelopes,Central,4282,11/1/2012,Regular Air,Indiana,46016,0.1,16,0.36,5.66,92.06,2.5,5.98
Creve Coeur,Joseph Airdo,Consumer,A,4/27/2012,33378,High,Office Supplies,Small Box,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,Central,4689,4/28/2012,Regular Air,MO,63141,0.1,25,0.4,219.85,945.36,9.83,39.98
Weatherford,Gary Mitchum,Consumer,A,8/11/2009,20709,High,Office Supplies,Small Box,Avery 491,Labels,Central,2870,8/11/2009,Regular Air,Texas,76086,0.1,4,0.39,-2.06,16.6,0.99,4.13
Oakdale,Steve Carroll,Consumer,A,8/3/2012,37412,High,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",Central,5256,8/5/2012,Regular Air,Minnesota,55128,0.03,17,0.57,6.02,191.67,3.37,10.98
Marion,Harold Engle,Consumer,A,12/11/2010,34438,High,Office Supplies,Small Pack,Boston 19500 Mighty Mite Electric Pencil Sharpener,Pens & Art Supplies,Central,4844,12/12/2010,Regular Air,Indiana,46952,0.04,28,0.58,-30.72,588.54,8.99,20.15
Kingsville,Ivan Liston,Consumer,A,9/10/2011,14368,High,Office Supplies,Small Pack,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Pens & Art Supplies,Central,2012,9/12/2011,Regular Air,Texas,78363,0.1,37,0.56,99.79,1218.08,8.99,34.58
Anderson,Carlos Soltero,Consumer,A,10/30/2012,30499,High,Office Supplies,Wrap Bag,Newell 312,Pens & Art Supplies,Central,4283,11/1/2012,Regular Air,Indiana,46016,0.01,33,0.55,42.34,199.62,1.2,5.84
Belleville,Beth Paige,Consumer,A,5/17/2011,8995,High,Office Supplies,Wrap Bag,Revere Boxed Rubber Bands by Revere,Rubber Bands,Central,1230,5/19/2011,Regular Air,Illinois,62223,0.01,46,0.83,-21.49,89.41,0.76,1.89
West Lafayette,Joy Smith,Consumer,A,11/10/2009,53508,High,Office Supplies,Wrap Bag,White GlueTop Scratch Pads,Paper,Central,7499,11/10/2009,Regular Air,Indiana,47906,0.06,4,0.39,1.06,62.48,1.97,15.04
Owasso,Pete Armstrong,Consumer,A,1/5/2012,13444,High,Office Supplies,Wrap Bag,Wirebound Voice Message Log Book,Paper,Central,1868,1/8/2012,Regular Air,Oklahoma,74055,0.06,33,0.39,54.62,154.44,0.88,4.76
Eagle Pass,Ed Ludwig,Consumer,A,6/27/2010,39749,High,Office Supplies,Wrap Bag,12 Colored Short Pencils,Pens & Art Supplies,Central,5611,6/29/2010,Regular Air,Texas,78852,0.06,43,0.58,-62.6,110.64,2.4,2.6
Highland,Jenna Caffey,Consumer,A,4/6/2009,10851,High,Office Supplies,Wrap Bag,Martin-Yale Premier Letter Opener,"Scissors, Rulers and Trimmers",Central,1501,4/6/2009,Regular Air,Indiana,46322,0.09,50,0.82,-175.13,608.21,4.59,12.88
Weatherford,Eileen Kiefer,Consumer,A,7/17/2011,47301,Low,Office Supplies,Large Box,Sensible Storage WireTech Storage Systems,Storage & Organization,Central,6650,7/22/2011,Regular Air,Texas,76086,0.02,6,0.8,-231.95,460.71,35,70.98
Midwest City,Nat Gilpin,Consumer,A,4/6/2011,21601,Low,Office Supplies,Large Box,SAFCO Boltless Steel Shelving,Storage & Organization,Central,2992,4/6/2011,Regular Air,Oklahoma,73110,0.09,20,,-609.09,2227.34,35,113.64
South Bend,Joy Smith,Consumer,A,12/14/2009,13120,Low,Office Supplies,Small Box,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,Central,1827,12/14/2009,Regular Air,Indiana,46614,0,8,0.39,-17.365,216.33,12.98,24.92
Columbus,Carlos Soltero,Consumer,A,9/5/2012,52130,Low,Office Supplies,Small Box,ACCOHIDE® Binder by Acco,Binders and Binder Accessories,Central,7310,9/7/2012,Regular Air,Indiana,47201,0,13,0.38,-39.9625,63.33,5.34,4.13
Lansing,Ralph Knight,Consumer,A,2/16/2010,57127,Low,Office Supplies,Small Box,Xerox 194,Paper,Central,7993,2/18/2010,Regular Air,Illinois,60438,0,13,0.37,171.82,735.54,14.3,55.48
Prior Lake,John Castell,Consumer,A,8/10/2012,38656,Low,Office Supplies,Small Box,Avery 478,Labels,Central,5443,8/10/2012,Regular Air,Minnesota,55372,0.01,13,0.36,25.16,64.46,0.5,4.91
Sioux City,Sally Knutson,Consumer,A,7/23/2011,9792,Low,Office Supplies,Small Box,3M Organizer Strips,Binders and Binder Accessories,Central,1339,7/23/2011,Regular Air,Iowa,51106,0.02,14,0.37,-73.14,84.09,7.78,5.4
Watertown,Matthew Clasen,Consumer,A,5/22/2012,18757,Low,Office Supplies,Small Box,Storex Dura Pro™ Binders,Binders and Binder Accessories,Central,2597,5/27/2012,Regular Air,Wisconsin,53094,0.02,5,0.38,-37.8005,39.9,9.92,5.94
Prior Lake,David Philippe,Consumer,A,3/22/2009,8257,Low,Office Supplies,Small Box,Xerox 1910,Paper,Central,1128,3/26/2009,Regular Air,Minnesota,55372,0.02,18,0.37,373.67,881.32,5.09,48.04
Duncanville,Ed Ludwig,Consumer,A,7/12/2012,17735,Low,Office Supplies,Small Box,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Binders and Binder Accessories,Central,2443,7/17/2012,Regular Air,Texas,75116,0.03,45,0.37,-71.254,311.65,5.48,6.81
Watertown,Matthew Clasen,Consumer,A,5/22/2012,18757,Low,Office Supplies,Small Box,"Avery Flip-Chart Easel Binder, Black",Binders and Binder Accessories,Central,2596,5/24/2012,Regular Air,Wisconsin,53094,0.03,9,0.38,-40.25,222.2,15.1,22.38
Weatherford,Eileen Kiefer,Consumer,A,10/3/2011,42657,Low,Office Supplies,Small Box,Xerox 1936,Paper,Central,6020,10/5/2011,Regular Air,Texas,76086,0.03,48,0.38,254.58,945.54,5.97,19.98
Friendswood,Gary Hansen,Consumer,A,8/4/2010,31495,Low,Office Supplies,Small Box,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Storage & Organization,Central,4416,8/11/2010,Regular Air,Texas,77546,0.03,34,0.57,212.2,1234.85,8.22,34.76
Cudahy,Harry Marie,Consumer,A,7/26/2012,23174,Low,Office Supplies,Small Box,Rogers® Profile Extra Capacity Storage Tub,Storage & Organization,Central,3232,8/2/2012,Regular Air,Wisconsin,53110,0.03,8,0.81,-60.04,138.24,7.04,16.74
Muscatine,Gene Hale,Consumer,A,6/13/2010,14275,Low,Office Supplies,Small Box,Economy Binders,Binders and Binder Accessories,Central,2004,6/15/2010,Regular Air,Iowa,52761,0.04,20,0.36,-7.728,42.22,1.49,2.08
Pasadena,Tamara Chand,Consumer,A,5/3/2011,44960,Low,Office Supplies,Small Box,Xerox 212,Paper,Central,6340,5/5/2011,Regular Air,Texas,77506,0.04,16,0.37,-72.81,112.91,8.4,6.48
Canton,Justin Hirsh,Consumer,A,5/6/2010,25830,Low,Office Supplies,Small Box,Recycled Premium Regency Composition Covers,Binders and Binder Accessories,Central,3619,5/11/2010,Regular Air,Michigan,48187,0.05,11,0.36,-37.3865,178.57,10.91,15.28
Friendswood,Jonathan Howell,Consumer,A,9/30/2010,24710,Low,Office Supplies,Small Box,Xerox 1922,Paper,Central,3473,10/4/2010,Regular Air,Texas,77546,0.05,3,0.36,-15.6,22.06,7.44,4.98
Pittsburg,Dennis Bolton,Consumer,A,8/4/2010,52326,Low,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Binders and Binder Accessories,Central,7348,8/8/2010,Regular Air,Kansas,66762,0.06,41,0.36,-154.813,152.28,5.44,3.81
Mineral Wells,Brian Stugart,Consumer,A,1/25/2011,25095,Low,Office Supplies,Small Box,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,Central,3527,1/30/2011,Regular Air,Texas,76067,0.06,18,0.4,148.3,693.06,9.83,39.98
Lancaster,Duane Huffman,Consumer,A,10/18/2010,31301,Low,Office Supplies,Small Box,Avery 510,Labels,Central,4396,10/20/2010,Regular Air,Texas,75146,0.06,31,0.37,43.77,109.78,0.5,3.75
Lufkin,George Ashbrook,Consumer,A,2/14/2011,45991,Low,Office Supplies,Small Box,Avery 506,Labels,Central,6462,2/18/2011,Regular Air,Texas,75901,0.07,50,0.39,82.6,196.39,0.5,4.13
Ames,Joy Smith,Consumer,A,4/9/2011,53825,Low,Office Supplies,Small Box,Xerox 1885,Paper,Central,7533,4/11/2011,Regular Air,Iowa,50010,0.08,36,0.37,649.8,1646.05,7.23,48.04
Lawton,Joni Blumstein,Consumer,A,8/16/2012,13601,Low,Office Supplies,Small Box,"Eureka Hand Vacuum, Bagless",Appliances,Central,1893,8/20/2012,Regular Air,Oklahoma,73505,0.09,17,0.57,-94.76,822.91,19.99,49.43
South Bend,Joy Smith,Consumer,A,12/14/2009,13120,Low,Office Supplies,Small Box,GBC Binding covers,Binders and Binder Accessories,Central,1826,12/21/2009,Regular Air,Indiana,46614,0.09,46,0.4,82.5945,590.43,4.98,12.95
East Lansing,Kristina Nunn,Consumer,A,2/6/2012,58978,Low,Office Supplies,Small Box,Xerox 193,Paper,Central,8248,2/13/2012,Regular Air,Michigan,48823,0.09,13,0.36,-31.01,75.89,5.15,5.98
Canton,Justin Hirsh,Consumer,A,5/6/2010,25830,Low,Office Supplies,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Appliances,Central,3618,5/6/2010,Regular Air,Michigan,48187,0.1,5,0.6,-21.29,25.34,6.89,4.06
Duncanville,Ed Ludwig,Consumer,A,1/22/2010,24135,Low,Office Supplies,Small Box,"Premier Elliptical Ring Binder, Black",Binders and Binder Accessories,Central,3388,1/24/2010,Regular Air,Texas,75116,0.1,12,0.37,111.588,345.19,1.49,30.44
